condition,n_aggr_cores,trial,agg_bw_gbps,sf_evict_total,sf_evict_rate,sf_victim_retry,tor_drd_pref,pmu_raw
C,1,8,1.07,474796,94959.0,0,961654412,"{""unc_cha_core_snp.evict_one"": 346802, ""unc_cha_core_snp.evict_gtone"": 127994, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 961654412, ""unc_cha_tor_inserts.ia_drd"": 88264236}"
C,1,9,1.06,209915,41983.0,0,953582145,"{""unc_cha_core_snp.evict_one"": 149160, ""unc_cha_core_snp.evict_gtone"": 60755, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 953582145, ""unc_cha_tor_inserts.ia_drd"": 88218087}"
C,3,0,3.14,571142,114228.0,0,2785185160,"{""unc_cha_core_snp.evict_one"": 377827, ""unc_cha_core_snp.evict_gtone"": 193315, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2785185160, ""unc_cha_tor_inserts.ia_drd"": 229420888}"
C,3,1,3.17,335236,67047.0,0,2812104324,"{""unc_cha_core_snp.evict_one"": 221580, ""unc_cha_core_snp.evict_gtone"": 113656, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2812104324, ""unc_cha_tor_inserts.ia_drd"": 228317315}"
C,3,2,3.11,271979,54396.0,0,2750225656,"{""unc_cha_core_snp.evict_one"": 159049, ""unc_cha_core_snp.evict_gtone"": 112930, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2750225656, ""unc_cha_tor_inserts.ia_drd"": 224534461}"
C,3,3,3.15,293694,58739.0,0,2784039265,"{""unc_cha_core_snp.evict_one"": 183502, ""unc_cha_core_snp.evict_gtone"": 110192, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2784039265, ""unc_cha_tor_inserts.ia_drd"": 230711347}"
C,3,4,3.12,302540,60508.0,0,2773461909,"{""unc_cha_core_snp.evict_one"": 171610, ""unc_cha_core_snp.evict_gtone"": 130930, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2773461909, ""unc_cha_tor_inserts.ia_drd"": 229613809}"
C,3,5,3.14,545940,109188.0,0,2782100059,"{""unc_cha_core_snp.evict_one"": 346162, ""unc_cha_core_snp.evict_gtone"": 199778, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2782100059, ""unc_cha_tor_inserts.ia_drd"": 228484750}"
C,3,6,3.14,574020,114804.0,0,2786693642,"{""unc_cha_core_snp.evict_one"": 381702, ""unc_cha_core_snp.evict_gtone"": 192318, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2786693642, ""unc_cha_tor_inserts.ia_drd"": 228466298}"
C,3,7,3.14,573686,114737.0,0,2768543585,"{""unc_cha_core_snp.evict_one"": 366794, ""unc_cha_core_snp.evict_gtone"": 206892, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2768543585, ""unc_cha_tor_inserts.ia_drd"": 229558017}"
C,3,8,3.15,869907,173981.0,0,2774797340,"{""unc_cha_core_snp.evict_one"": 601484, ""unc_cha_core_snp.evict_gtone"": 268423, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2774797340, ""unc_cha_tor_inserts.ia_drd"": 223877803}"
C,3,9,3.12,286870,57374.0,0,2740308744,"{""unc_cha_core_snp.evict_one"": 160756, ""unc_cha_core_snp.evict_gtone"": 126114, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 2740308744, ""unc_cha_tor_inserts.ia_drd"": 218445223}"
C,5,0,5.17,325609,65122.0,0,4526892508,"{""unc_cha_core_snp.evict_one"": 188324, ""unc_cha_core_snp.evict_gtone"": 137285, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4526892508, ""unc_cha_tor_inserts.ia_drd"": 357148440}"
C,5,1,5.12,431397,86279.0,0,4488035112,"{""unc_cha_core_snp.evict_one"": 276528, ""unc_cha_core_snp.evict_gtone"": 154869, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4488035112, ""unc_cha_tor_inserts.ia_drd"": 361977400}"
C,5,2,5.07,348837,69767.0,0,4454771787,"{""unc_cha_core_snp.evict_one"": 206238, ""unc_cha_core_snp.evict_gtone"": 142599, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4454771787, ""unc_cha_tor_inserts.ia_drd"": 361603439}"
C,5,3,5.13,591749,118350.0,0,4525553876,"{""unc_cha_core_snp.evict_one"": 356075, ""unc_cha_core_snp.evict_gtone"": 235674, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4525553876, ""unc_cha_tor_inserts.ia_drd"": 359747777}"
C,5,4,5.18,684719,136944.0,0,4562125072,"{""unc_cha_core_snp.evict_one"": 454945, ""unc_cha_core_snp.evict_gtone"": 229774, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4562125072, ""unc_cha_tor_inserts.ia_drd"": 366740179}"
C,5,5,5.17,758766,151753.0,0,4542459644,"{""unc_cha_core_snp.evict_one"": 498613, ""unc_cha_core_snp.evict_gtone"": 260153, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4542459644, ""unc_cha_tor_inserts.ia_drd"": 367657183}"
C,5,6,5.18,404734,80947.0,0,4549038382,"{""unc_cha_core_snp.evict_one"": 252521, ""unc_cha_core_snp.evict_gtone"": 152213, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4549038382, ""unc_cha_tor_inserts.ia_drd"": 365323858}"
C,5,7,5.12,493363,98673.0,0,4496832652,"{""unc_cha_core_snp.evict_one"": 311851, ""unc_cha_core_snp.evict_gtone"": 181512, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4496832652, ""unc_cha_tor_inserts.ia_drd"": 364407825}"
C,5,8,5.17,342460,68492.0,0,4536410233,"{""unc_cha_core_snp.evict_one"": 192848, ""unc_cha_core_snp.evict_gtone"": 149612, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4536410233, ""unc_cha_tor_inserts.ia_drd"": 357704623}"
C,5,9,5.16,730022,146004.0,0,4534698033,"{""unc_cha_core_snp.evict_one"": 464625, ""unc_cha_core_snp.evict_gtone"": 265397, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 4534698033, ""unc_cha_tor_inserts.ia_drd"": 367777484}"
C,7,0,7.1,927178,185436.0,0,6224361887,"{""unc_cha_core_snp.evict_one"": 628578, ""unc_cha_core_snp.evict_gtone"": 298600, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6224361887, ""unc_cha_tor_inserts.ia_drd"": 498636920}"
C,7,1,7.11,460699,92140.0,0,6232492831,"{""unc_cha_core_snp.evict_one"": 285158, ""unc_cha_core_snp.evict_gtone"": 175541, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6232492831, ""unc_cha_tor_inserts.ia_drd"": 499723224}"
C,7,2,7.11,366755,73351.0,0,6230901254,"{""unc_cha_core_snp.evict_one"": 200090, ""unc_cha_core_snp.evict_gtone"": 166665, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6230901254, ""unc_cha_tor_inserts.ia_drd"": 504290454}"
C,7,3,7.25,663413,132683.0,0,6359725149,"{""unc_cha_core_snp.evict_one"": 405695, ""unc_cha_core_snp.evict_gtone"": 257718, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6359725149, ""unc_cha_tor_inserts.ia_drd"": 509485090}"
C,7,4,7.19,794386,158877.0,0,6319945017,"{""unc_cha_core_snp.evict_one"": 524702, ""unc_cha_core_snp.evict_gtone"": 269684, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6319945017, ""unc_cha_tor_inserts.ia_drd"": 498770139}"
C,7,5,7.06,455528,91106.0,0,6212675937,"{""unc_cha_core_snp.evict_one"": 263992, ""unc_cha_core_snp.evict_gtone"": 191536, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6212675937, ""unc_cha_tor_inserts.ia_drd"": 505819525}"
C,7,6,7.07,686309,137262.0,0,6212592618,"{""unc_cha_core_snp.evict_one"": 420772, ""unc_cha_core_snp.evict_gtone"": 265537, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6212592618, ""unc_cha_tor_inserts.ia_drd"": 502131009}"
C,7,7,7.04,791571,158314.0,0,6173738205,"{""unc_cha_core_snp.evict_one"": 511760, ""unc_cha_core_snp.evict_gtone"": 279811, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6173738205, ""unc_cha_tor_inserts.ia_drd"": 503493684}"
C,7,8,7.07,535154,107031.0,0,6218400238,"{""unc_cha_core_snp.evict_one"": 325502, ""unc_cha_core_snp.evict_gtone"": 209652, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6218400238, ""unc_cha_tor_inserts.ia_drd"": 499350028}"
C,7,9,7.11,693977,138795.0,0,6223008824,"{""unc_cha_core_snp.evict_one"": 415714, ""unc_cha_core_snp.evict_gtone"": 278263, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 6223008824, ""unc_cha_tor_inserts.ia_drd"": 504251365}"
C,9,0,8.97,445032,89006.0,0,7866084925,"{""unc_cha_core_snp.evict_one"": 256951, ""unc_cha_core_snp.evict_gtone"": 188081, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7866084925, ""unc_cha_tor_inserts.ia_drd"": 641264236}"
C,9,1,9.47,682755,136551.0,0,7746466713,"{""unc_cha_core_snp.evict_one"": 416797, ""unc_cha_core_snp.evict_gtone"": 265958, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7746466713, ""unc_cha_tor_inserts.ia_drd"": 627423506}"
C,9,2,9.06,760554,152111.0,0,7790742503,"{""unc_cha_core_snp.evict_one"": 481837, ""unc_cha_core_snp.evict_gtone"": 278717, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7790742503, ""unc_cha_tor_inserts.ia_drd"": 630067541}"
C,9,3,9.31,446037,89207.0,0,7768342259,"{""unc_cha_core_snp.evict_one"": 253841, ""unc_cha_core_snp.evict_gtone"": 192196, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7768342259, ""unc_cha_tor_inserts.ia_drd"": 631921901}"
C,9,4,9.58,421039,84208.0,0,7702922371,"{""unc_cha_core_snp.evict_one"": 233657, ""unc_cha_core_snp.evict_gtone"": 187382, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7702922371, ""unc_cha_tor_inserts.ia_drd"": 616291855}"
C,9,5,9.49,439433,87887.0,0,7705830129,"{""unc_cha_core_snp.evict_one"": 252074, ""unc_cha_core_snp.evict_gtone"": 187359, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7705830129, ""unc_cha_tor_inserts.ia_drd"": 619942958}"
C,9,6,9.01,702497,140499.0,0,7894704791,"{""unc_cha_core_snp.evict_one"": 434193, ""unc_cha_core_snp.evict_gtone"": 268304, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7894704791, ""unc_cha_tor_inserts.ia_drd"": 644087186}"
C,9,7,9.15,622864,124573.0,0,7779801508,"{""unc_cha_core_snp.evict_one"": 392135, ""unc_cha_core_snp.evict_gtone"": 230729, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7779801508, ""unc_cha_tor_inserts.ia_drd"": 629540794}"
C,9,8,9.29,499263,99853.0,0,7748172584,"{""unc_cha_core_snp.evict_one"": 302879, ""unc_cha_core_snp.evict_gtone"": 196384, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7748172584, ""unc_cha_tor_inserts.ia_drd"": 618968326}"
C,9,9,8.98,417425,83485.0,0,7873642238,"{""unc_cha_core_snp.evict_one"": 233090, ""unc_cha_core_snp.evict_gtone"": 184335, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 7873642238, ""unc_cha_tor_inserts.ia_drd"": 637404509}"
C,11,0,11.6,686789,137358.0,0,9439534363,"{""unc_cha_core_snp.evict_one"": 461029, ""unc_cha_core_snp.evict_gtone"": 225760, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9439534363, ""unc_cha_tor_inserts.ia_drd"": 775608264}"
C,11,1,11.66,386814,77363.0,0,9361759491,"{""unc_cha_core_snp.evict_one"": 199250, ""unc_cha_core_snp.evict_gtone"": 187564, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9361759491, ""unc_cha_tor_inserts.ia_drd"": 749969619}"
C,11,2,11.63,1242973,248595.0,0,9342568911,"{""unc_cha_core_snp.evict_one"": 878866, ""unc_cha_core_snp.evict_gtone"": 364107, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9342568911, ""unc_cha_tor_inserts.ia_drd"": 764030144}"
C,11,3,11.29,552694,110539.0,0,9486493580,"{""unc_cha_core_snp.evict_one"": 342815, ""unc_cha_core_snp.evict_gtone"": 209879, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9486493580, ""unc_cha_tor_inserts.ia_drd"": 766101707}"
C,11,4,11.5,690703,138141.0,0,9230269715,"{""unc_cha_core_snp.evict_one"": 418141, ""unc_cha_core_snp.evict_gtone"": 272562, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9230269715, ""unc_cha_tor_inserts.ia_drd"": 751871962}"
C,11,5,11.54,337793,67559.0,0,9260028840,"{""unc_cha_core_snp.evict_one"": 166232, ""unc_cha_core_snp.evict_gtone"": 171561, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9260028840, ""unc_cha_tor_inserts.ia_drd"": 752143434}"
C,11,6,11.5,396460,79292.0,0,9232385897,"{""unc_cha_core_snp.evict_one"": 216053, ""unc_cha_core_snp.evict_gtone"": 180407, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9232385897, ""unc_cha_tor_inserts.ia_drd"": 737226373}"
C,11,7,11.39,713132,142626.0,0,9153052962,"{""unc_cha_core_snp.evict_one"": 442195, ""unc_cha_core_snp.evict_gtone"": 270937, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9153052962, ""unc_cha_tor_inserts.ia_drd"": 723915732}"
C,11,8,11.72,506740,101348.0,0,9405467785,"{""unc_cha_core_snp.evict_one"": 307008, ""unc_cha_core_snp.evict_gtone"": 199732, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9405467785, ""unc_cha_tor_inserts.ia_drd"": 763624206}"
C,11,9,11.58,390879,78176.0,0,9441687633,"{""unc_cha_core_snp.evict_one"": 202570, ""unc_cha_core_snp.evict_gtone"": 188309, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 9441687633, ""unc_cha_tor_inserts.ia_drd"": 757422582}"
C,13,0,13.49,384333,76867.0,0,10826850823,"{""unc_cha_core_snp.evict_one"": 200557, ""unc_cha_core_snp.evict_gtone"": 183776, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10826850823, ""unc_cha_tor_inserts.ia_drd"": 862755931}"
C,13,1,13.36,788512,157702.0,0,10739955843,"{""unc_cha_core_snp.evict_one"": 522255, ""unc_cha_core_snp.evict_gtone"": 266257, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10739955843, ""unc_cha_tor_inserts.ia_drd"": 876089943}"
C,13,2,13.46,523348,104670.0,0,10821539621,"{""unc_cha_core_snp.evict_one"": 328234, ""unc_cha_core_snp.evict_gtone"": 195114, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10821539621, ""unc_cha_tor_inserts.ia_drd"": 871708475}"
C,13,3,13.49,504694,100939.0,0,10834043205,"{""unc_cha_core_snp.evict_one"": 298690, ""unc_cha_core_snp.evict_gtone"": 206004, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10834043205, ""unc_cha_tor_inserts.ia_drd"": 876117299}"
C,13,4,13.46,570510,114102.0,0,10808690545,"{""unc_cha_core_snp.evict_one"": 361602, ""unc_cha_core_snp.evict_gtone"": 208908, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10808690545, ""unc_cha_tor_inserts.ia_drd"": 869379138}"
C,13,5,13.51,496739,99348.0,0,10854196108,"{""unc_cha_core_snp.evict_one"": 296130, ""unc_cha_core_snp.evict_gtone"": 200609, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10854196108, ""unc_cha_tor_inserts.ia_drd"": 877304581}"
C,13,6,13.71,553964,110793.0,0,11009527266,"{""unc_cha_core_snp.evict_one"": 335706, ""unc_cha_core_snp.evict_gtone"": 218258, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 11009527266, ""unc_cha_tor_inserts.ia_drd"": 869874993}"
C,13,7,13.36,854846,170969.0,0,10737455430,"{""unc_cha_core_snp.evict_one"": 556547, ""unc_cha_core_snp.evict_gtone"": 298299, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10737455430, ""unc_cha_tor_inserts.ia_drd"": 862891977}"
C,13,8,13.34,521688,104338.0,0,10719734854,"{""unc_cha_core_snp.evict_one"": 304283, ""unc_cha_core_snp.evict_gtone"": 217405, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10719734854, ""unc_cha_tor_inserts.ia_drd"": 855575181}"
C,13,9,13.72,789224,157845.0,0,10999496726,"{""unc_cha_core_snp.evict_one"": 447227, ""unc_cha_core_snp.evict_gtone"": 341997, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 10999496726, ""unc_cha_tor_inserts.ia_drd"": 885205385}"
C,15,0,15.0,780181,156036.0,0,11997304219,"{""unc_cha_core_snp.evict_one"": 489731, ""unc_cha_core_snp.evict_gtone"": 290450, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 11997304219, ""unc_cha_tor_inserts.ia_drd"": 973479600}"
C,15,1,15.17,792436,158487.0,0,12066470655,"{""unc_cha_core_snp.evict_one"": 468321, ""unc_cha_core_snp.evict_gtone"": 324115, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12066470655, ""unc_cha_tor_inserts.ia_drd"": 961835031}"
C,15,2,15.28,527087,105417.0,0,12021911826,"{""unc_cha_core_snp.evict_one"": 306050, ""unc_cha_core_snp.evict_gtone"": 221037, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12021911826, ""unc_cha_tor_inserts.ia_drd"": 967400829}"
C,15,3,14.86,800628,160126.0,0,12019556681,"{""unc_cha_core_snp.evict_one"": 405536, ""unc_cha_core_snp.evict_gtone"": 395092, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12019556681, ""unc_cha_tor_inserts.ia_drd"": 975054142}"
C,15,4,14.85,504197,100839.0,0,11999981749,"{""unc_cha_core_snp.evict_one"": 280720, ""unc_cha_core_snp.evict_gtone"": 223477, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 11999981749, ""unc_cha_tor_inserts.ia_drd"": 964119803}"
C,15,5,15.02,481463,96293.0,0,12136367249,"{""unc_cha_core_snp.evict_one"": 250305, ""unc_cha_core_snp.evict_gtone"": 231158, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12136367249, ""unc_cha_tor_inserts.ia_drd"": 982744050}"
C,15,6,15.01,460387,92077.0,0,12153966000,"{""unc_cha_core_snp.evict_one"": 231951, ""unc_cha_core_snp.evict_gtone"": 228436, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12153966000, ""unc_cha_tor_inserts.ia_drd"": 964363300}"
C,15,7,14.99,699427,139885.0,0,12043946030,"{""unc_cha_core_snp.evict_one"": 423399, ""unc_cha_core_snp.evict_gtone"": 276028, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12043946030, ""unc_cha_tor_inserts.ia_drd"": 968868533}"
C,15,8,14.96,475450,95090.0,0,12016078306,"{""unc_cha_core_snp.evict_one"": 254321, ""unc_cha_core_snp.evict_gtone"": 221129, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12016078306, ""unc_cha_tor_inserts.ia_drd"": 965015898}"
C,15,9,15.04,498146,99629.0,0,12051079455,"{""unc_cha_core_snp.evict_one"": 270989, ""unc_cha_core_snp.evict_gtone"": 227157, ""unc_cha_rxc_req_q1_retry.sf_victim"": 0, ""unc_cha_tor_inserts.ia_drd_pref"": 12051079455, ""unc_cha_tor_inserts.ia_drd"": 980660551}"
